Id,Label,timeset,modularity_class,indegree,outdegree,Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
VSO_Forever,VSO_Forever,,26,1,0,1,0.083867,0,0,0,0
Timourides,Timourides,,26,1,0,1,0.083867,0,0,0,0
sultanbinbajad,sultanbinbajad,,2,1,0,1,0.001721,0,0,0,0
deSyracuse,deSyracuse,,15,9,0,9,0.467738,0,0,0,0
ShkhRasheed,ShkhRasheed,,17,1,0,1,0.001721,0,0,0,0
MarwanTunsi____,MarwanTunsi____,,19,2,0,2,0.096772,0,0,0,0
abootaaloot,abootaaloot,,13,1,0,1,0.06556,0,0,0,0
Ibn_uthaymeen_,Ibn_uthaymeen_,,9,2,0,2,0.005615,0,0,0,0
wbmonitor,wbmonitor,,7,1,0,1,0.090381,0,0,0,0
sn2pr,sn2pr,,27,1,0,1,0.004834,0,0,0,0
GENERALFALLUJ41,GENERALFALLUJ41,,17,1,0,1,0.001721,0,0,0,0
G_BeEazy,G_BeEazy,,15,1,0,1,0.001721,0,0,0,0
MousaAlomarبعض,MousaAlomarبعض,,22,1,0,1,0.001721,0,0,0,0
HQNigerianArmy,HQNigerianArmy,,26,1,0,1,0.083867,0,0,0,0
bent_mhr,bent_mhr,,22,1,0,1,0.001721,0,0,0,0
us_navyseals,us_navyseals,,11,1,0,1,0.012813,0,0,0,0
50,50,,13,1,0,1,0.001721,0,0,0,0
aawsat_eng,aawsat_eng,,25,1,0,1,0.002808,0,0,0,0
Sirop2Franboise,Sirop2Franboise,,26,1,0,1,0.083867,0,0,0,0
ZMeryame,ZMeryame,,3,1,0,1,0.001721,0,0,0,0
anouaralzarzisi,anouaralzarzisi,,10,1,0,1,0.001721,0,0,0,0
Jazrawi_Tadmur,Jazrawi_Tadmur,,11,1,0,1,0.012813,0,0,0,0
DaRealSinbad,DaRealSinbad,,6,1,0,1,0.033913,0,0,0,0
P4HR,P4HR,,26,1,0,1,0.083867,0,0,0,0
CivilWarMap,CivilWarMap,,26,1,0,1,0.083867,0,0,0,0
dkimball12,dkimball12,,7,3,0,3,0.187061,0,0,0,0
IslamicTruths,IslamicTruths,,9,1,0,1,0.002808,0,0,0,0
UmmUmarah2,UmmUmarah2,,20,2,0,2,0.007774,0,0,0,0
mariamnearria,mariamnearria,,21,1,0,1,0.070325,0,0,0,0
imemcnews,imemcnews,,24,1,0,1,0.003412,0,0,0,0
IaroslavNKR,IaroslavNKR,,26,1,0,1,0.083867,0,0,0,0
IQsunni,IQsunni,,13,4,0,4,0.30554,0,0,0,0
AjinlaKurdistan,AjinlaKurdistan,,25,1,0,1,0.044557,0,0,0,0
mustafaklash56,mustafaklash56,,28,5,9,14,0.110447,1,1,1,0.000027
Mohammed_Aloush,Mohammed_Aloush,,23,1,0,1,0.166677,0,0,0,0
peymaneh123,peymaneh123,,26,1,0,1,0.083867,0,0,0,0
BIRNFellowship,BIRNFellowship,,20,1,0,1,0.003153,0,0,0,0
AlphaSaylici,AlphaSaylici,,21,1,0,1,0.070325,0,0,0,0
luna_alabdalla,luna_alabdalla,,17,1,0,1,0.001721,0,0,0,0
Haditha21,Haditha21,,15,1,0,1,0.001721,0,0,0,0
Ghostmanzzz,Ghostmanzzz,,7,2,0,2,0.093794,0,0,0,0
BiancaJagger,BiancaJagger,,24,1,0,1,0.003412,0,0,0,0
henrygayle,henrygayle,,27,1,0,1,0.004834,0,0,0,0
CoolDabiq3,CoolDabiq3,,21,2,0,2,0.237002,0,0,0,0
ShamiNews2016,ShamiNews2016,,7,3,0,3,0.173519,0,0,0,0
Max_Fisher,Max_Fisher,,20,1,0,1,0.006053,0,0,0,0
AASchapiro,AASchapiro,,21,1,0,1,0.070325,0,0,0,0
Hugo_Capelli,Hugo_Capelli,,26,1,0,1,0.083867,0,0,0,0
EngKhabbab,EngKhabbab,,7,1,0,1,0.090381,0,0,0,0
islamicfreedom,islamicfreedom,,9,3,0,3,0.007336,0,0,0,0
ValkryV,ValkryV,,23,2,0,2,0.250544,0,0,0,0
ibnu_noran8,ibnu_noran8,,15,1,0,1,0.001721,0,0,0,0
Nipponconnexion,Nipponconnexion,,26,1,0,1,0.083867,0,0,0,0
InfosFrancaises,InfosFrancaises,,13,1,0,1,0.046761,0,0,0,0
sonofshishan,sonofshishan,,24,1,13,14,0.002808,7,0.274775,0.320214,0.000003
servantjihadiii,servantjihadiii,,8,1,0,1,0.002808,0,0,0,0
8550_bardadi,8550_bardadi,,4,1,0,1,0.001721,0,0,0,0
AboComedy,AboComedy,,19,1,0,1,0.018083,0,0,0,0
EnnaharTvFr,EnnaharTvFr,,26,1,0,1,0.083867,0,0,0,0
Sweet_ilm,Sweet_ilm,,8,1,0,1,0.002808,0,0,0,0
_mafalde_,_mafalde_,,5,1,0,1,0.002808,0,0,0,0
B1CEP,B1CEP,,23,1,0,1,0.166677,0,0,0,0
shengalk,shengalk,,13,1,0,1,0.046761,0,0,0,0
MediaOmar_sy,MediaOmar_sy,,23,1,0,1,0.166677,0,0,0,0
biladshammedia1,biladshammedia1,,8,1,0,1,0.002808,0,0,0,0
AbuIzzadeen2,AbuIzzadeen2,,10,2,0,2,0.003442,0,0,0,0
Jazrawi_Hama,Jazrawi_Hama,,11,1,0,1,0.012813,0,0,0,0
abpnewstv,abpnewstv,,3,3,0,3,0.098401,0,0,0,0
WaqqasUmm,WaqqasUmm,,13,1,0,1,0.046761,0,0,0,0
HarunMaruf,HarunMaruf,,27,3,0,3,0.013645,0,0,0,0
Ibn_Al_Iraqi,Ibn_Al_Iraqi,,24,2,0,2,0.007789,0,0,0,0
abuabdelelah,abuabdelelah,,23,1,0,1,0.166677,0,0,0,0
JohnDaTRiPp3r,JohnDaTRiPp3r,,28,1,0,1,0.003199,0,0,0,0
khanashfaq17,khanashfaq17,,27,1,0,1,0.004834,0,0,0,0
curdistani,curdistani,,7,2,0,2,0.201019,0,0,0,0
grtvnews,grtvnews,,6,1,0,1,0.033913,0,0,0,0
UNHCR,UNHCR,,23,1,0,1,0.166677,0,0,0,0
Abu_Mohammed_x,Abu_Mohammed_x,,11,1,0,1,0.012813,0,0,0,0
almuhajirun9,almuhajirun9,,8,0,6,6,0,1,1,1,0
Jskbin5,Jskbin5,,4,1,0,1,0.001721,0,0,0,0
i24NEWS_FR,i24NEWS_FR,,26,1,0,1,0.083867,0,0,0,0
50hafalihktalwd,50hafalihktalwd,,23,1,0,1,0.166677,0,0,0,0
MaghrebiWT,MaghrebiWT,,2,9,0,9,0.279052,0,0,0,0
JoinISNation111,JoinISNation111,,2,1,0,1,0.001721,0,0,0,0
YunusGhareeb,YunusGhareeb,,19,2,0,2,0.064844,0,0,0,0
Mountainjjoool,Mountainjjoool,,13,0,24,24,0,6,0.303453,0.345885,0
Abulabbaas81,Abulabbaas81,,20,1,0,1,0.006053,0,0,0,0
ResoluteSupport,ResoluteSupport,,24,1,0,1,0.003412,0,0,0,0
Ramadi2016,Ramadi2016,,2,1,0,1,0.001721,0,0,0,0
CraigCons,CraigCons,,24,1,0,1,0.003412,0,0,0,0
hjr_jhd_17,hjr_jhd_17,,19,4,0,4,0.064302,0,0,0,0
qaravazener,qaravazener,,26,1,0,1,0.083867,0,0,0,0
saqrquraysh_,saqrquraysh_,,8,1,0,1,0.001721,0,0,0,0
AManLikeMe,AManLikeMe,,15,1,0,1,0.001721,0,0,0,0
Conflicts,Conflicts,,15,24,0,24,0.607134,0,0,0,0
qatilyamujahid7,qatilyamujahid7,,2,2,0,2,0.004288,0,0,0,0
daily_dispatch_,daily_dispatch_,,21,1,0,1,0.005617,0,0,0,0
Afriqqiya_252,Afriqqiya_252,,17,2,12,14,0.008353,1,1,1,0.000001
anas_1003,anas_1003,,8,1,0,1,0.001721,0,0,0,0
News_tracker_,News_tracker_,,25,1,0,1,0.001721,0,0,0,0
coalition,coalition,,24,1,0,1,0.003412,0,0,0,0
AJABreaking,AJABreaking,,7,3,0,3,0.30278,0,0,0,0
aronlund,aronlund,,14,3,0,3,0.033984,0,0,0,0
DriftOne0119,DriftOne0119,,24,1,0,1,0.003412,0,0,0,0
aqwxszec,aqwxszec,,26,1,0,1,0.083867,0,0,0,0
MaraRevkin,MaraRevkin,,25,1,0,1,0.044557,0,0,0,0
NoahShachtman,NoahShachtman,,13,1,0,1,0.011192,0,0,0,0
amas_abu2,amas_abu2,,27,1,0,1,0.004834,0,0,0,0
AliRizvi313,AliRizvi313,,11,1,0,1,0.012813,0,0,0,0
MaghrebiWS2,MaghrebiWS2,,11,2,0,2,0.024005,0,0,0,0
MdmdDndmd,MdmdDndmd,,13,1,0,1,0.046761,0,0,0,0
PhillipSmyth,PhillipSmyth,,7,2,0,2,0.093794,0,0,0,0
Zarathoustra96,Zarathoustra96,,26,1,0,1,0.083867,0,0,0,0
deenahsn,deenahsn,,26,1,0,1,0.083867,0,0,0,0
spicylatte123,spicylatte123,,9,1,0,1,0.002808,0,0,0,0
sawabcenter,sawabcenter,,23,1,0,1,0.166677,0,0,0,0
StrangerAkhi,StrangerAkhi,,26,1,0,1,0.083867,0,0,0,0
Interpreter_Mag,Interpreter_Mag,,21,2,0,2,0.086842,0,0,0,0
biblio_phile__,biblio_phile__,,26,1,0,1,0.083867,0,0,0,0
MachineA_Laver,MachineA_Laver,,26,1,0,1,0.083867,0,0,0,0
Muslimwitness4,Muslimwitness4,,6,1,0,1,0.033913,0,0,0,0
ramiallolah,ramiallolah,,2,3,0,3,0.238723,0,0,0,0
Lompemann,Lompemann,,11,1,0,1,0.012813,0,0,0,0
leahmcelrath,leahmcelrath,,26,1,0,1,0.083867,0,0,0,0
Pachaconsumer,Pachaconsumer,,20,4,0,4,0.118658,0,0,0,0
Deen0verDunyaa,Deen0verDunyaa,,9,1,0,1,0.002808,0,0,0,0
_____Caliph____,_____Caliph____,,11,1,0,1,0.012813,0,0,0,0
NewsweekEurope,NewsweekEurope,,21,2,0,2,0.083138,0,0,0,0
NewsRepublic,NewsRepublic,,11,1,0,1,0.012813,0,0,0,0
AntiShiasm,AntiShiasm,,28,1,0,1,0.001721,0,0,0,0
SyedAamerShah,SyedAamerShah,,7,1,0,1,0.090381,0,0,0,0
SaveOurSyria,SaveOurSyria,,24,1,0,1,0.003412,0,0,0,0
MEWR_,MEWR_,,27,2,0,2,0.017647,0,0,0,0
CorineRouffi,CorineRouffi,,26,1,0,1,0.083867,0,0,0,0
ryanmofarrell,ryanmofarrell,,27,1,0,1,0.004834,0,0,0,0
Nidalgazaui,Nidalgazaui,,7,33,51,84,1,8,0.229231,0.270153,0.000894
dyk_history,dyk_history,,10,1,0,1,0.001721,0,0,0,0
Klashinki,Klashinki,,21,3,0,3,0.082092,0,0,0,0
principalegg,principalegg,,11,1,0,1,0.012813,0,0,0,0
schumelli1,schumelli1,,17,5,0,5,0.054063,0,0,0,0
dieinurage29__7,dieinurage29__7,,28,0,11,11,0,3,0.527778,0.614035,0
jam_bash87,jam_bash87,,14,1,0,1,0.029711,0,0,0,0
BosnjoBoy,BosnjoBoy,,7,2,0,2,0.16905,0,0,0,0
Siham_IlhamO,Siham_IlhamO,,26,1,0,1,0.083867,0,0,0,0
fasabrun_jameel,fasabrun_jameel,,26,1,0,1,0.083867,0,0,0,0
arkonmert,arkonmert,,23,1,0,1,0.166677,0,0,0,0
Jazrawi_3uud,Jazrawi_3uud,,15,1,0,1,0.001721,0,0,0,0
EugenieBastie,EugenieBastie,,26,1,0,1,0.083867,0,0,0,0
abu_k_88,abu_k_88,,11,1,0,1,0.012813,0,0,0,0
ISISolizer,ISISolizer,,11,1,0,1,0.012813,0,0,0,0
WindsofParadise,WindsofParadise,,20,1,0,1,0.006053,0,0,0,0
Adamhasak48,Adamhasak48,,13,4,0,4,0.193838,0,0,0,0
OzWitness143,OzWitness143,,22,1,0,1,0.004981,0,0,0,0
inghimasiyin6,inghimasiyin6,,24,1,0,1,0.003412,0,0,0,0
shawjARY900,shawjARY900,,19,3,0,3,0.090579,0,0,0,0
Charles_Lister,Charles_Lister,,14,12,0,12,0.721535,0,0,0,0
hacs44,hacs44,,20,1,0,1,0.004386,0,0,0,0
_The_Wisdom_,_The_Wisdom_,,9,1,0,1,0.002808,0,0,0,0
ShamiReviver,ShamiReviver,,3,1,0,1,0.001721,0,0,0,0
MusaIbr63330110,MusaIbr63330110,,14,2,0,2,0.062792,0,0,0,0
anjemchoudary,anjemchoudary,,6,4,0,4,0.040163,0,0,0,0
eplc22,eplc22,,27,1,0,1,0.004834,0,0,0,0
killer_bandera,killer_bandera,,11,1,0,1,0.012813,0,0,0,0
DrOmarAshour,DrOmarAshour,,26,1,0,1,0.083867,0,0,0,0
Jamesdong78610,Jamesdong78610,,21,1,0,1,0.070325,0,0,0,0
SMAA6,SMAA6,,23,1,0,1,0.166677,0,0,0,0
ChriPrat,ChriPrat,,26,1,0,1,0.083867,0,0,0,0
Alex_de_M,Alex_de_M,,11,2,0,2,0.024005,0,0,0,0
shanshamsi,shanshamsi,,27,1,0,1,0.004834,0,0,0,0
aapatel947,aapatel947,,9,1,0,1,0.002808,0,0,0,0
Syricide,Syricide,,21,1,0,1,0.070325,0,0,0,0
2r_756s,2r_756s,,8,1,0,1,0.002808,0,0,0,0
4u5hPuppy,4u5hPuppy,,11,1,0,1,0.012813,0,0,0,0
DabiqsweetsMan,DabiqsweetsMan,,21,1,8,9,0.002808,7,0.250378,0.284094,0
HanbaliMadhhab,HanbaliMadhhab,,8,1,0,1,0.001721,0,0,0,0
QuietBint,QuietBint,,20,1,0,1,0.006053,0,0,0,0
wordpressdotcom,wordpressdotcom,,21,2,0,2,0.00781,0,0,0,0
VPAFernandez,VPAFernandez,,25,2,0,2,0.05737,0,0,0,0
ESPNcricinfo,ESPNcricinfo,,27,1,0,1,0.004834,0,0,0,0
DannyNis,DannyNis,,7,1,0,1,0.090381,0,0,0,0
RevolutionSyria,RevolutionSyria,,3,9,0,9,0.400666,0,0,0,0
Ansariyya,Ansariyya,,9,1,0,1,0.002808,0,0,0,0
putintintin1,putintintin1,,13,4,0,4,0.217742,0,0,0,0
SputnikInt,SputnikInt,,15,4,0,4,0.209882,0,0,0,0
Omaar_nor,Omaar_nor,,24,2,0,2,0.087279,0,0,0,0
ladh,ladh,,24,1,0,1,0.003412,0,0,0,0
_AtTaubah3839,_AtTaubah3839,,28,1,0,1,0.003894,0,0,0,0
Pontifex,Pontifex,,23,1,0,1,0.166677,0,0,0,0
GreatPicturesHD,GreatPicturesHD,,26,1,0,1,0.083867,0,0,0,0
dzonline,dzonline,,26,1,0,1,0.083867,0,0,0,0
HAQQk0100,HAQQk0100,,19,1,0,1,0.018083,0,0,0,0
ks56b23712,ks56b23712,,22,1,0,1,0.004981,0,0,0,0
P_Strickland_,P_Strickland_,,3,1,0,1,0.001721,0,0,0,0
KreaseChan,KreaseChan,,26,1,0,1,0.083867,0,0,0,0
samzmer,samzmer,,7,1,0,1,0.090381,0,0,0,0
zyaad_alsenjary,zyaad_alsenjary,,13,1,0,1,0.046761,0,0,0,0
OzWitness132,OzWitness132,,9,1,0,1,0.002808,0,0,0,0
RudawEnglish,RudawEnglish,,13,4,0,4,0.159325,0,0,0,0
rraqqah,rraqqah,,27,1,0,1,0.004834,0,0,0,0
Hubal_imara,Hubal_imara,,28,1,0,1,0.003199,0,0,0,0
IbnAmaan,IbnAmaan,,15,1,0,1,0.001721,0,0,0,0
Skxx59,Skxx59,,15,1,0,1,0.001721,0,0,0,0
Mountainneeiiio,Mountainneeiiio,,2,1,0,1,0.001721,0,0,0,0
burhan__shah01,burhan__shah01,,27,1,0,1,0.004834,0,0,0,0
SilentSecretMan,SilentSecretMan,,26,1,0,1,0.083867,0,0,0,0
ISHRglobal,ISHRglobal,,24,1,0,1,0.003412,0,0,0,0
AbooSalahudeen,AbooSalahudeen,,17,1,0,1,0.001721,0,0,0,0
TimesofIsrael,TimesofIsrael,,7,1,0,1,0.090381,0,0,0,0
AbdusMujahid153,AbdusMujahid153,,21,2,0,2,0.012854,0,0,0,0
Abu__Sayfillaah,Abu__Sayfillaah,,25,1,0,1,0.002808,0,0,0,0
gogogogo5566771,gogogogo5566771,,22,1,0,1,0.004981,0,0,0,0
abhalmal_19,abhalmal_19,,26,1,0,1,0.083867,0,0,0,0
Daw369Tun,Daw369Tun,,4,1,0,1,0.001721,0,0,0,0
HooodMz2,HooodMz2,,19,2,0,2,0.113396,0,0,0,0
PrinceOfFreakz,PrinceOfFreakz,,13,10,0,10,0.307209,0,0,0,0
LoveShaykhAhmad,LoveShaykhAhmad,,20,4,0,4,0.089535,0,0,0,0
noutankibaaz,noutankibaaz,,27,1,0,1,0.004834,0,0,0,0
krrisstenx3,krrisstenx3,,15,1,0,1,0.001721,0,0,0,0
Ukhty_08,Ukhty_08,,3,1,0,1,0.002808,0,0,0,0
therichhonky,therichhonky,,17,1,0,1,0.001721,0,0,0,0
AkhOneTeaBagPls,AkhOneTeaBagPls,,21,1,0,1,0.070325,0,0,0,0
AbuIzzadin,AbuIzzadin,,8,1,0,1,0.002808,0,0,0,0
Libya_FA,Libya_FA,,15,1,0,1,0.001721,0,0,0,0
cnni,cnni,,13,1,0,1,0.001721,0,0,0,0
NewEarthquake,NewEarthquake,,6,1,0,1,0.033913,0,0,0,0
itsmyownworld2,itsmyownworld2,,27,1,0,1,0.004834,0,0,0,0
AbouZayd0000009,AbouZayd0000009,,21,1,0,1,0.070325,0,0,0,0
WorldWarTerror,WorldWarTerror,,13,2,0,2,0.108239,0,0,0,0
CtrlSec,CtrlSec,,17,2,0,2,0.03036,0,0,0,0
XHNews,XHNews,,26,1,0,1,0.083867,0,0,0,0
EPlC21,EPlC21,,11,1,0,1,0.012813,0,0,0,0
1Vedophan188,1Vedophan188,,26,1,0,1,0.083867,0,0,0,0
RidvanMemishi3,RidvanMemishi3,,13,1,0,1,0.037914,0,0,0,0
AbdugheniSabit,AbdugheniSabit,,25,7,0,7,0.111926,0,0,0,0
Huxxaeen,Huxxaeen,,6,1,0,1,0.033913,0,0,0,0
BringBackVSO,BringBackVSO,,26,1,0,1,0.083867,0,0,0,0
WashingtonPoint,WashingtonPoint,,23,1,0,1,0.166677,0,0,0,0
albelgikiya10,albelgikiya10,,8,1,0,1,0.007879,0,0,0,0
limit_nishiyama,limit_nishiyama,,27,1,0,1,0.004834,0,0,0,0
Mayyomaar65,Mayyomaar65,,4,1,0,1,0.001721,0,0,0,0
JewhadiTM,JewhadiTM,,25,1,0,1,0.002808,0,0,0,0
pzf,pzf,,14,2,0,2,0.115115,0,0,0,0
_MotherOfCats_,_MotherOfCats_,,26,1,0,1,0.083867,0,0,0,0
ayibeebee,ayibeebee,,8,2,0,2,0.00622,0,0,0,0
MddmVdmm,MddmVdmm,,14,1,0,1,0.024877,0,0,0,0
CodeAud,CodeAud,,24,1,0,1,0.003412,0,0,0,0
Inshof,Inshof,,2,2,0,2,0.014534,0,0,0,0
TrueGreenBird2,TrueGreenBird2,,21,1,0,1,0.070325,0,0,0,0
whoamidude,whoamidude,,28,10,0,10,0.280372,0,0,0,0
AbuSafiyyahMW,AbuSafiyyahMW,,13,2,0,2,0.149427,0,0,0,0
1OneTawheed,1OneTawheed,,8,2,0,2,0.010687,0,0,0,0
syrializer,syrializer,,5,1,0,1,0.002808,0,0,0,0
mpoppel,mpoppel,,7,1,0,1,0.090381,0,0,0,0
JJBourdin_RMC,JJBourdin_RMC,,26,1,0,1,0.083867,0,0,0,0
Blackglass_19,Blackglass_19,,21,2,0,2,0.154192,0,0,0,0
OumDujana,OumDujana,,14,9,0,9,0.238858,0,0,0,0
KhalidMaghrebi_,KhalidMaghrebi_,,10,1,0,1,0.001721,0,0,0,0
ansari_captain,ansari_captain,,9,1,0,1,0.002808,0,0,0,0
__AbuDujanah,__AbuDujanah,,13,1,0,1,0.041773,0,0,0,0
Salim_SYR,Salim_SYR,,26,1,0,1,0.083867,0,0,0,0
MADANI_SMS,MADANI_SMS,,9,1,0,1,0.002808,0,0,0,0
TAbugharsa,TAbugharsa,,22,1,0,1,0.001721,0,0,0,0
MarwanTunsi1,MarwanTunsi1,,14,2,0,2,0.054445,0,0,0,0
8ballpool,8ballpool,,3,1,0,1,0.002808,0,0,0,0
NasheedHunter,NasheedHunter,,6,2,0,2,0.046726,0,0,0,0
Alwalawalbara12,Alwalawalbara12,,5,1,0,1,0.001721,0,0,0,0
MedvedevRussiaE,MedvedevRussiaE,,23,1,0,1,0.166677,0,0,0,0
118mostf,118mostf,,19,1,0,1,0.018083,0,0,0,0
_NewsStream_,_NewsStream_,,22,3,0,3,0.075458,0,0,0,0
_The_Hikmah_,_The_Hikmah_,,9,2,0,2,0.004529,0,0,0,0
abdulmatin_xx7,abdulmatin_xx7,,19,1,0,1,0.011101,0,0,0,0
WaqarHu12280564,WaqarHu12280564,,19,2,0,2,0.077547,0,0,0,0
espncricinfo,espncricinfo,,27,1,0,1,0.004834,0,0,0,0
dowlty__isis,dowlty__isis,,13,1,0,1,0.002567,0,0,0,0
osamahfakih,osamahfakih,,24,1,0,1,0.003412,0,0,0,0
ReefiWisdom,ReefiWisdom,,15,1,0,1,0.001721,0,0,0,0
NoCommiesPlease,NoCommiesPlease,,11,1,0,1,0.012813,0,0,0,0
Luxfero_99,Luxfero_99,,13,1,0,1,0.06556,0,0,0,0
ab0mohammad,ab0mohammad,,23,1,0,1,0.166677,0,0,0,0
WindOfVictory,WindOfVictory,,27,4,0,4,0.152869,0,0,0,0
Bedouin127,Bedouin127,,8,4,0,4,0.126887,0,0,0,0
Abu_Laptop44,Abu_Laptop44,,20,1,0,1,0.003153,0,0,0,0
johkarakol,johkarakol,,7,1,0,1,0.090381,0,0,0,0
mrsandman147,mrsandman147,,6,1,0,1,0.033913,0,0,0,0
Ald_Aba,Ald_Aba,,25,3,0,3,0.106002,0,0,0,0
Nadialarose007,Nadialarose007,,8,1,0,1,0.002808,0,0,0,0
UmmIs_Is,UmmIs_Is,,17,1,0,1,0.001721,0,0,0,0
glasfas,glasfas,,23,1,0,1,0.166677,0,0,0,0
thegrugq,thegrugq,,21,1,0,1,0.070325,0,0,0,0
albequw,albequw,,28,1,0,1,0.003199,0,0,0,0
syrianfalcon11,syrianfalcon11,,23,1,0,1,0.166677,0,0,0,0
UmmLina13,UmmLina13,,20,1,0,1,0.003153,0,0,0,0
AuraSalix,AuraSalix,,24,1,0,1,0.003412,0,0,0,0
EPIC320,EPIC320,,13,1,0,1,0.06556,0,0,0,0
majertenyyyi,majertenyyyi,,28,1,0,1,0.003199,0,0,0,0
BbcNews,BbcNews,,22,1,0,1,0.004981,0,0,0,0
Hnta9080,Hnta9080,,23,1,0,1,0.166677,0,0,0,0
C36__abh,C36__abh,,19,1,0,1,0.018083,0,0,0,0
khateebalumawi,khateebalumawi,,27,1,0,1,0.004834,0,0,0,0
Jazrawi_Missk,Jazrawi_Missk,,5,1,0,1,0.001721,0,0,0,0
drmakq,drmakq,,23,1,0,1,0.166677,0,0,0,0
asadanbari6,asadanbari6,,14,3,0,3,0.072528,0,0,0,0
abdulmalek1969,abdulmalek1969,,23,1,0,1,0.166677,0,0,0,0
PSMnewsmv,PSMnewsmv,,9,1,0,1,0.002808,0,0,0,0
WilayatBarqah1,WilayatBarqah1,,20,1,0,1,0.003153,0,0,0,0
milksheikh2,milksheikh2,,27,1,0,1,0.004834,0,0,0,0
lifelover204,lifelover204,,23,1,0,1,0.166677,0,0,0,0
IslamicTongue,IslamicTongue,,2,3,0,3,0.037355,0,0,0,0
chandel70,chandel70,,27,1,0,1,0.004834,0,0,0,0
aynu_bil_ayn,aynu_bil_ayn,,14,1,0,1,0.029711,0,0,0,0
Islam__Noor24,Islam__Noor24,,8,1,0,1,0.002808,0,0,0,0
AmitShah,AmitShah,,27,1,0,1,0.007543,0,0,0,0
joshua_landis,joshua_landis,,25,2,0,2,0.073133,0,0,0,0
2ibn_nor2,2ibn_nor2,,27,1,0,1,0.004834,0,0,0,0
WimLuyckx,WimLuyckx,,13,1,0,1,0.06556,0,0,0,0
IBN_DEMASHQ_,IBN_DEMASHQ_,,26,1,0,1,0.083867,0,0,0,0
PalmyraRev1,PalmyraRev1,,7,7,0,7,0.450344,0,0,0,0
AK47witness__,AK47witness__,,19,1,0,1,0.012905,0,0,0,0
ErielleDelzer,ErielleDelzer,,19,1,0,1,0.011101,0,0,0,0
BBCAfrica,BBCAfrica,,13,2,0,2,0.121781,0,0,0,0
AKAOMAR160,AKAOMAR160,,11,1,0,1,0.012813,0,0,0,0
abumuhammad1437,abumuhammad1437,,21,1,0,1,0.070325,0,0,0,0
DeriChaw,DeriChaw,,26,1,0,1,0.083867,0,0,0,0
Ous_Qopar,Ous_Qopar,,26,1,0,1,0.083867,0,0,0,0
SunrayEurope,SunrayEurope,,19,1,0,1,0.018083,0,0,0,0
gare,gare,,13,1,0,1,0.001721,0,0,0,0
astroehlein,astroehlein,,24,1,0,1,0.003412,0,0,0,0
Caliphate_uullu,Caliphate_uullu,,22,1,0,1,0.004981,0,0,0,0
23mariansamowol,23mariansamowol,,13,1,0,1,0.010272,0,0,0,0
HopeSarout,HopeSarout,,7,1,0,1,0.090381,0,0,0,0
quintillion18,quintillion18,,7,2,0,2,0.201019,0,0,0,0
Jazrawi_Abyan,Jazrawi_Abyan,,8,3,0,3,0.011914,0,0,0,0
lightpenetrated,lightpenetrated,,27,1,0,1,0.004834,0,0,0,0
CocoElMasri,CocoElMasri,,26,1,0,1,0.083867,0,0,0,0
KhilafahNews3,KhilafahNews3,,13,1,0,1,0.06556,0,0,0,0
CarteMemoire8Go,CarteMemoire8Go,,26,1,0,1,0.083867,0,0,0,0
1515Theory,1515Theory,,28,2,0,2,0.005133,0,0,0,0
1436RpG,1436RpG,,5,1,0,1,0.001721,0,0,0,0
DunyaTravelle4,DunyaTravelle4,,28,1,0,1,0.003199,0,0,0,0
Alrawabet_3,Alrawabet_3,,21,1,0,1,0.002808,0,0,0,0
MT156klashi,MT156klashi,,13,1,0,1,0.011192,0,0,0,0
Bartek_Kuberski,Bartek_Kuberski,,23,1,0,1,0.166677,0,0,0,0
UmmRebel,UmmRebel,,24,1,0,1,0.003412,0,0,0,0
SaqrQaa3d,SaqrQaa3d,,10,1,0,1,0.001721,0,0,0,0
keyzer_usual,keyzer_usual,,26,1,0,1,0.083867,0,0,0,0
Muslimah206,Muslimah206,,25,1,0,1,0.002808,0,0,0,0
aasiyehandrabi,aasiyehandrabi,,8,1,0,1,0.002808,0,0,0,0
mustaklash,mustaklash,,21,5,4,9,0.042392,7,0.249973,0.282825,0.000209
Jerusalem_Post,Jerusalem_Post,,7,2,0,2,0.174248,0,0,0,0
Almanya_Fatimah,Almanya_Fatimah,,7,1,0,1,0.090381,0,0,0,0
Str4nger_5_5,Str4nger_5_5,,8,1,0,1,0.001721,0,0,0,0
3diyah1000,3diyah1000,,5,1,0,1,0.001721,0,0,0,0
F24videos,F24videos,,26,1,0,1,0.083867,0,0,0,0
ABC,ABC,,6,1,0,1,0.033913,0,0,0,0
Turkish_Defence,Turkish_Defence,,22,1,0,1,0.001721,0,0,0,0
Qashmier,Qashmier,,8,2,0,2,0.00622,0,0,0,0
UrgentNews5,UrgentNews5,,24,1,0,1,0.003412,0,0,0,0
lebaneastern,lebaneastern,,26,1,0,1,0.083867,0,0,0,0
BFMTV,BFMTV,,26,1,0,1,0.083867,0,0,0,0
Salam_al_mosawy,Salam_al_mosawy,,21,2,0,2,0.081517,0,0,0,0
mujtahidd,mujtahidd,,23,1,0,1,0.166677,0,0,0,0
nooaary123,nooaary123,,3,1,0,1,0.001721,0,0,0,0
AdamHasaka0,AdamHasaka0,,11,1,0,1,0.012813,0,0,0,0
AbdirahmanBash2,AbdirahmanBash2,,10,1,0,1,0.001721,0,0,0,0
